Title;Salary;Company;Location;Date
Специалист по вводу данных;от 60 000 KZT; Филиал РГП ИВЦ КС МНЭ РК по Карагандинской области;Караганда;12 ноября
Технический специалист;90 000-120 000 KZT;ИП ATBPOS;Нур-Султан;17 ноября
Middle/Senior PHP Developer;200 000-500 000 KZT;ТОО KazAeroSpace;Нур-Султан;10 ноября
Веб-дизайнер (Видеомонтажер);120 000-170 000 KZT;ИП Dream Tour;Алматы;11 ноября
Оператор сканирования, верификации и сшивки/расшивки;80 000-90 000 KZT;ТОО Астана Спецтехника и Внедрение,ТОО;Нур-Султан;24 ноября
Инженер-монтажник;;ТОО KSENGINEERING (КСИНЖИНИРИНГ);Алматы;28 октября
Software Engineer in Test (Python);300 000-450 000 KZT;ТОО TargetAI Limited;Нур-Султан;11 ноября
Инженер по заправке картриджей;от 120 000 KZT;ИП Sermad Company;Алматы;23 ноября
Flutter разработчик;350 000-450 000 KZT;ИП ВОСТРИКОВ И.С.;Алматы, Алатау;25 ноября
Менеджер - отдела логистики и закупок IT-оборудования;;ТОО Фирма Сервер +;Уральск;30 октября
Монтажник локально вычислительных сетей;от 100 000 KZT;ТОО Meganet;Алматы, Драмтеатр имени Ауэзова;29 октября
Специалист технической поддержки;70 000-70 000 KZT;ТОО iSME;Алматы;5 ноября
Менеджер отдела продаж корпоративных IT решений;от 200 000 KZT;ТОО ПлюсМикро НС;Нур-Султан;28 октября
Сервисный инженер 1С;100 000-150 000 KZT;ТОО СВБ Интеллект Технологии;Алматы, Алатау;23 ноября
ИТ специалист в отдел поддержки пользователей;от 100 000 KZT;ТОО OPEN SYSTEMS DEVELOPMENT;Нур-Султан;16 ноября
Монтажник слаботочных систем;;ТОО MAXTEL NETWORKS;Алматы, Байконур;4 ноября
Разработчик 1C;от 300 000 KZT;ТОО Весовая;Караганда;29 октября
BDM Autodesk specialist (Казахстан, Узбекистан, Туркменистан, Кыргызстан, Таджикистан);;ТОО Софтлайн Трэйд;Алматы;19 ноября
Технический специалист;;ТОО Жедел Кузет;Алматы;18 ноября
Эксперт по сопровождению ПО;от 200 000 KZT;ТОО Bass-Technology;Алматы;19 ноября
Тренер по продажам (можно удаленно);;ИП Mebels.kz Logistics, ТМ (Каменева Н.Ф., ИП);Караганда;22 ноября
Программист 1С;50 000-300 000 KZT;ИП Ким В.Г.;Алматы;23 ноября
Менеджер по продажам;100 000-200 000 KZT;ТОО Be Genius group;Алматы, Абая;20 ноября
Веб-дизайнер;;ТОО UDI Group (Юдиай Групп);Алматы;4 ноября
Специалист техподдержки;до 100 000 KZT;ТОО WebiTap;Усть-Каменогорск;11 ноября
Менеджер по продажам;100 000-300 000 KZT;ТОО L-CAPITAL FINANCE;Алматы;4 ноября
Ученик монтажника наружной рекламы;80 000-180 000 KZT;ТОО Макет Мастер Казахстан;Павлодар;16 ноября
Специалист проектного отдела;от 110 000 KZT;ИП Сервис Плюс;Нур-Султан;25 ноября
Оператор;120 000-150 000 KZT;ТОО Эмиль;Алматы;11 ноября
Программист 1С (г. Костанай);;ТОО БизнесУчетСервис;Костанай;5 ноября
Инженер-программист;130 000-150 000 KZT;ИП Черкасов В.С.;Усть-Каменогорск;29 октября
Начинающий SEO специалист;42 500-80 000 KZT;ТОО Net Light Lab;Алматы;9 ноября
Технический специалист;;ТОО SOGLASIE LTD;Алматы, Алатау;3 ноября
Старший программист 1С;150 000-350 000 KZT;ТОО Студия Цвета;Усть-Каменогорск;10 ноября
Менеджер интернет-магазина Робототехники;120 000-180 000 KZT;ИП RadioMart.org (ИП Лямцев Д. В.);Нур-Султан;2 ноября
Инженер технической поддержки;от 100 000 KZT;ТОО КАСТОН;Караганда;5 ноября
Специалист по ремонту ноутбуков\Сервисный инженер ПК;90 000-120 000 KZT;ТОО Сервис центр Максимум;Караганда;9 ноября
Менеджер по внедрению ПО (аккаунт менеджер/ проджект менеджер);150 000-200 000 KZT;ТОО Relog.kz;Алматы, Абая;31 октября
Старший менеджер по информационной безопасности;;ТОО HALYK Инкассация;Алматы;15 ноября
Монтажник слаботочных систем;110 000-120 000 KZT;ТОО КонструктивЭнергоСтрой;Нур-Султан;16 ноября
Преподаватель по курсам программирования;50 000-200 000 KZT;ИП SKIT;Нур-Султан;21 ноября
Оператор;80 000-150 000 KZT;ИП Аушахметов;Нур-Султан;2 ноября
Монтажник строительных конструкций;140 000-145 000 KZT;ТОО Вертикаль SZ;Темиртау;9 ноября
Программист 1С;;ТОО Компания ERP;Караганда;11 ноября
Менеджер по продажам;от 90 000 KZT;ТОО Фарм Косметик;Алматы;23 ноября
Инженер/Техник по ремонту копировальной техники;135 000-320 000 KZT;ТОО Logic Computers;Темиртау;3 ноября
Менеджер по продажам;100 000-350 000 KZT;ТОО DEVICE PRO;Усть-Каменогорск;17 ноября
Программист 1С;;ТОО КИТ-21;Караганда;5 ноября
Эксперт-оценщик;100 000-130 000 KZT;ТОО Цифра ломбард;Нур-Султан;26 ноября
Преподаватель по программированию;50 000-100 000 KZT;ТОО BAZ-COMPANY;Нур-Султан;4 ноября
Помощник менеджера по продажам;от 80 000 KZT;ИП Рояль Кусто;Алматы;9 ноября
Монтажник слаботочных систем;;ТОО Охранное агентство Тумар Кузет Астана;Нур-Султан;24 ноября
Менеджер активных продаж;90 000-250 000 KZT;ТОО Интермакс;Павлодар;12 ноября
Риелтор \ Специалист по продажам и аренде недвижимости;150 000-900 000 KZT;ТОО Супернова -7;Алматы;19 ноября
PHP программист;;ИП Хайбуллов;Алматы;15 ноября
Менеджер поддержки клиентов;100 000-150 000 KZT;ТОО NLS Kazakhstan;Нур-Султан;2 ноября
Разработчик 1С Битрикс;450 000-500 000 KZT;ТОО Factum x Ronin;Нур-Султан;23 ноября
Web-мастер;100 000-150 000 KZT;ИП Академия 360;Караганда;16 ноября
Программист;;ИП Детский Клуб Знатоки;Усть-Каменогорск;29 октября
SMM специалист/ Интернет-маркетолог;150 000-200 000 KZT;ТОО Алматинская Мебельная Фабрика;Алматы;14 ноября
Менеджер по продажам;80 000-1 000 000 KZT;ИП Акжегитов Д.А.;Караганда;5 ноября
Менеджер по продажам;;ТОО 2GIS-Atyrau;Актау;18 ноября
IT-специалист;;ТОО PromGazBP;Атырау;12 ноября
Технический специалист;120 000-140 000 KZT;ТОО Zunami Business;Нур-Султан;1 ноября
Backend разработчик на Python;от 200 000 KZT;ТОО IGB GROUP;Алматы;12 ноября
Менеджер проектов;до 500 000 KZT;ТОО Intelligent Platforms;Алматы, Абая;16 ноября
Сервисный инженер;;ТОО Азия-Вязьма;Усть-Каменогорск;5 ноября
Программист-разработчик мобильного приложения;200 000-500 000 KZT;ТОО BIZ BIRGE;Нур-Султан;16 ноября
Менеджер по продажам;150 000-450 000 KZT;ТОО Unipark;Нур-Султан;4 ноября
Администратор (оператор);120 000-150 000 KZT;ТОО ЯСАР;Нур-Султан;9 ноября
Программист;от 150 000 KZT;ИП Мир сухофруктов Расулова Шохзода Мансуровна;Нур-Султан;12 ноября
Технический специалист;120 000-140 000 KZT;ТОО Grammofon-Media Almaty;Алматы;3 ноября
Специалист IT отдела;120 000-150 000 KZT;ИП Sound Service, ИП;Алматы;6 ноября
Менеджер по работе с клиентами;80 000-180 000 KZT;ТОО The Words;Алматы;8 ноября
