Title;Salary;Company;Location;Date
Инженер-администратор (Управление администрирования СУБД);до 400 000 KZT;АО Национальные информационные технологии;Нур-Султан;26 ноября
Automation Database Administrator;;ТОО Air Energi Caspian LLP trading as Airswift;Атырау;23 ноября
IT-специалист (поддержка пользователей);;ТОО Управляющая компания Solution;Шымкент;24 ноября
Заместитель директора по развитию;от 300 000 KZT;ТОО SCS-Telecom;Нур-Султан;19 ноября
QA Engineer (тестировщик ПО);; ALSECO, АО;Алматы, Драмтеатр имени Ауэзова;28 октября
Специалист по внедрению и сопровождению ПО;400 000-400 000 KZT;ТОО Documentolog;Нур-Султан;25 ноября
Менеджер по развитию клиентского сервиса;; Раимбек Боттлерс ТМ;Алматы;17 ноября
Pre-sales engineer/пресейл инженер (CCTV);;ТОО Abris Distribution Kazakhstan, Филиал Компании в Казахстане;Алматы;6 ноября
Специалист службы безопасности;;ТОО Azimut solutions;Алматы;26 ноября
Менеджер по проектам;от 300 000 KZT;ТОО TDS Media;Алматы;25 ноября
Выездной IT-специалист в HELP-DESK аутсорсинговую компанию;от 180 000 KZT;ИП Fix iT Service;Алматы;25 ноября
Java разработчик (Pillikan);300 000-800 000 KZT;ТОО Smart Idea Group;Шымкент;26 ноября
Product Manager/ Продукт-Менеджер;300 000-600 000 KZT; Kolesa Group;Алматы;3 ноября
Старший менеджер интернет-магазина;120 000-300 000 KZT;ТОО VENDER;Алматы;11 ноября
Software engineer;; Kaspi Bank, АО;Алматы;20 ноября
Техник-электрик;до 120 000 KZT;ТОО ATB Development (ЭйТиБи Депелопмент);Атырау;24 ноября
Java Developer (Senior/Middle);;ТОО Prime Source;Алматы, Абая;28 октября
Системный/Бизнес-аналитик;; Beeline, ТМ;Алматы;25 ноября
IT-инженер;от 200 000 KZT;ТОО Синтегра;Караганда;24 ноября
Бизнес - аналитик;; Colvir Software Solutions;Алматы;25 ноября
QA Engineer / Testing specialist / Тестировщик;400 000-600 000 KZT;ТОО «Страховая компания «Amanat»;Алматы;10 ноября
Технический директор;;ТОО ПАЦИФИКА;Алматы, Алатау;24 ноября
Frontend-разработчик;от 250 000 KZT;ТОО «Научно-Исследовательская Лаборатория «Гамма Технологии»;Алматы, Абая;24 ноября
Главный специалист отдела информационных технологий;;ТОО Шыгысэнерготрейд;Усть-Каменогорск;26 ноября
Разработчик Hadoop;;АО ДБ Альфа-Банк;Алматы;26 ноября
Эксперт по направлению «Управление телекоммуникационной сетью»;от 309 500 KZT;АО Транстелеком;Нур-Султан;29 октября
Системный архитектор по направлению «Администрирование серверных систем»;от 513 500 KZT;АО Транстелеком;Нур-Султан;18 ноября
Проектный менеджер (IT);; Банк ВТБ (Казахстан) Дочерняя организация Акционерное общество;Алматы;20 ноября
Системотехник (Системный администратор);;ТОО Gexabyte;Караганда;10 ноября
Системный администратор;250 000-400 000 KZT;ТОО Documentolog;Нур-Султан;25 ноября
Бизнес-аналитик (Data Science);;ТОО Business and Technology Services;Нур-Султан;13 ноября
E-commerce менеджер;250 000-500 000 KZT;ТОО Evrika Home Comfort;Алматы;16 ноября
Бизнес-аналитик (Удаленно);;ТОО Договор24;Алматы, Абая;18 ноября
Системный администратор;160 000-250 000 KZT;ООО ЭКСАР;Алматы, Жибек Жолы;24 ноября
Бизнес-аналитик Департамента соглашений с операторами связи (временная);;АО Казахтелеком;Нур-Султан;3 ноября
Администратор баз данных;; ALSECO, АО;Нур-Султан;24 ноября
Менеджер IT- проекта;300 000-600 000 KZT;ТОО MN Partners;Нур-Султан;26 ноября
Программист;200 000-250 000 KZT;ТОО Exclusive Group (Эксклюзив Груп);Алматы;25 ноября
Специалист отдела сопровождения;до 250 000 KZT;ТОО R-STYLE.KZ;Алматы, Драмтеатр имени Ауэзова;24 ноября
Системный администратор;до 244 688 KZT;ТОО СарыаркаАвтоПром;Костанай;10 ноября
Frontend-разработчик;от 350 000 KZT; КазНТУ им. Сатпаева;Алматы;12 ноября
Инженер-механик (проектировщик) - инструктор;от 1 000 000 KZT;ТОО CAD.kz;Нур-Султан;24 ноября
Data Scientist;; BI GROUP, ТМ (ТОО BI Support);Нур-Султан;13 ноября
Программист-разработчик C#;до 300 000 KZT;ТОО SoftLab NS;Нур-Султан;19 ноября
Разработчик;; BI GROUP, ТМ (ТОО BI Support);Нур-Султан;23 ноября
Инженер-электронщик;от 220 000 KZT; Kagazy Recycling;Алматы;6 ноября
Технический директор;;ТОО ПАЦИФИКА;Нур-Султан;26 ноября
Data Engineer (Департамент анализа больших данных);;АО Национальные информационные технологии;Нур-Султан;17 ноября
Account Manager;; Лаборатория Касперского;Алматы, Жибек Жолы;23 ноября
Начальник отдела по информационной безопасности;;ТОО Adicom2000;Нур-Султан;2 ноября
Аналитик/Тестировщик ПО;;ТОО Medical system SOS;Нур-Султан;23 ноября
Инженер-системотехник / Системный администратор;150 000-350 000 KZT;ТОО RuSoft company;Нур-Султан;26 ноября
Full Stack Developer;400 000-800 000 KZT;ТОО «Страховая компания «Amanat»;Алматы;20 ноября
Программист 1С;от 400 000 KZT;ТОО ПРОСИСТЕМЫ;Алматы;26 ноября
Бизнес-аналитик;;ТОО KAZ Minerals Management;Алматы;17 ноября
Мобильный разработчик;400 000-700 000 KZT;ТОО QZhub;Алматы;19 ноября
PHP-разработчик / Middle or Senior PHP Developer;300 000-400 000 KZT;ТОО Shonbay Inc;Алматы;26 ноября
Country Manager Uzbekistan;;ТОО OrientSwiss;Алматы;25 ноября
Инженер-программист АСУТП и КИПиА;150 000-250 000 KZT;ТОО WEISAT;Нур-Султан;22 ноября
Ведущий специалист онлайн мониторинга Исходящего Контакт-центра;;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL);Алматы;24 ноября
Специалист по информационной безопасности;от 150 000 KZT;ТОО DIBA GROUP;Нур-Султан;6 ноября
Сетевой инженер;;ТОО Kazdream Technologies;Алматы;30 октября
Python / Django MIDDLE Developer;1 000-1 500 USD; UAB Loberta;Нур-Султан;2 ноября
Начальник отдела развития каналов самообслуживания;; Beeline, ТМ;Алматы;25 ноября
Программист-разработчик;;ТОО Югентас Транс Сервис;Алматы;26 ноября
Аналитик 1С;350 000-470 000 KZT;АО Инженерно-технический центр;Нур-Султан;25 ноября
Региональный менеджер по продажам;150 000-500 000 KZT;ТОО EGLO Kazakhstan;Алматы;24 ноября
Бизнес-аналитик;;ТОО Prime Source;Нур-Султан;11 ноября
Интернет-маркетолог;от 300 000 KZT;ТОО ITERA Software Lab;Караганда;26 ноября
Web-разработчик;от 300 000 KZT;ТОО UNIVERSAL LOGISTICS;Алматы;25 ноября
Инженер-системотехник;;ТОО Аманат;Павлодар;23 ноября
Java разработчик;;ТОО Esepshi.kz;Нур-Султан;2 ноября
Ведущий инженер Службы технической поддержки и ресурсов передачи данных;;АО Казахтелеком;Алматы;23 ноября
Тестировщик ПО (QA engineer);;ТОО Kazdream Technologies;Нур-Султан;26 ноября
Backend-разработчик;350 000-700 000 KZT;ТОО SmartCall;Алматы;23 ноября
Java разработчик (Pillikan);300 000-550 000 KZT;ТОО Smart Idea Group;Алматы;12 ноября
Разработчик Java (отдел Мобильной и Прикладной Разработки);; Публичная Компания «Freedom Finance Global PLC»;Алматы, Драмтеатр имени Ауэзова;24 ноября
Маркетолог;от 200 000 KZT;ТОО Favorite Astana;Нур-Султан;9 ноября
Мобильный разработчик;400 000-700 000 KZT;ТОО QZhub;Нур-Султан;19 ноября
Инженер-программист;от 140 000 KZT;ТОО Компания Нефтехим LTD;Павлодар;2 ноября
Начальник направления МЭЛ (магазины электроники) по Казахстану;; Beeline, ТМ;Алматы;25 ноября
Начальник тендерно-договорного отдела;; ОТС Нэтуорк;Алматы, Жибек Жолы;24 ноября
Инженер по техническому обслуживанию оборудования сети телекоммуникаций, г. Актобе;;АО Казахтелеком;Актобе;23 ноября
IT Аналитик;;АО Банк ЦентрКредит;Алматы;20 ноября
Product Analyst/Продуктовый аналитик;; Beeline, ТМ;Алматы;3 ноября
Frontend Developer;;АО ДБ Альфа-Банк;Алматы;20 ноября
Разработчик С++;300 000-1 000 000 KZT;ТОО «Научно-Исследовательская Лаборатория «Гамма Технологии»;Алматы, Абая;15 ноября
Java-программист;;ТОО Esepshi.kz;Нур-Султан;12 ноября
Руководитель отдела продаж;300 000-500 000 KZT;ТОО Zakupki;Нур-Султан;23 ноября
Мидл фронтенд-разработчик в городе Нур-Султан;;ТОО Ракетная фирма;Нур-Султан;13 ноября
Руководитель группы Data Science&Analytics;;ТОО iQ-SOLUTIONS;Алматы, Байконур;6 ноября
Сетевой инженер информационной безопасности;; BI GROUP, ТМ (ТОО BI Support);Нур-Султан;18 ноября
Тестировщик ПО;;ТОО Kazdream Technologies;Нур-Султан;2 ноября
Менеджер по качеству бизнес-процессов;;ТОО MAGNUM. Финансы и учет/ Қаржы және есеп;Алматы;17 ноября
Аналитик;;ТОО Синтегра;Караганда;25 ноября
Android разработчик;до 500 000 KZT;ТОО Тандау СТ;Нур-Султан;16 ноября
Project manager;; Beeline, ТМ;Алматы;17 ноября
Специалист по работе с веб-сайтами;от 200 000 KZT;ТОО Медицинские Газовые Системы;Алматы;12 ноября
Помощник системного администратора;до 250 000 KZT;ТОО Поликлиника №5 города Костанай;Костанай;13 ноября
Специалист внутреннего аудита;до 200 000 KZT; Beeline, ТМ;Кокшетау;3 ноября
Специалист по IT;80 000-100 000 KZT;ТОО Дельта Капитал, ТОО;Актобе;3 ноября
Технолог КОС;;ТОО Infratech;Нур-Султан;25 ноября
Начальник отдела связи и телекоммуникации;;ТОО НПП Интеррин;Алматы;29 октября
Разработчик РНР;от 350 000 KZT;ТОО Тандау СТ;Нур-Султан;26 ноября
Руководитель по внедрению цифровой маркировки;;ТОО Филип Моррис Казахстан;Алматы;9 ноября
Интернет-маркетолог;250 000-500 000 KZT;ТОО REDPARK;Нур-Султан;25 ноября
IT Project Manager;430 000-545 000 KZT;ТОО Транспортный холдинг города Алматы;Алматы, Москва;3 ноября
PHP Yii2 разработчик;300 000-500 000 KZT;ТОО EUROPHARMA, ТМ (ТОО AK NIET GROUP);Шымкент;18 ноября
Angular Front/End Developer;от 400 000 KZT;ТОО Alpha-Safety;Алматы;23 ноября
Senior QA Engineer;от 700 000 KZT;ТОО Wings Partners;Алматы;29 октября
Системный Аналитик;;АО ДБ Альфа-Банк;Алматы;10 ноября
Java-разработчик;450 000-750 000 KZT;ТОО Crystal Spring;Алматы, Драмтеатр имени Ауэзова;25 ноября
Начальник отдела эксплуатации трансмиссионной сети;; Beeline, ТМ;Алматы;23 ноября
Веб-программист;;ТОО Effective Media Liaison;Алматы, Сайран;25 ноября
Специалист по продажам (В2В);; Beeline, ТМ;Алматы;10 ноября
Инженер-монтажник;от 130 000 KZT;ТОО Группа компаний Skymax Technologies;Нур-Султан;12 ноября
Технический директор (CTO);;ТОО Kazdream Technologies;Нур-Султан;9 ноября
QA Engineer (тестировщик ПО);; ALSECO, АО;Нур-Султан;20 ноября
Разработчик 1С;;ТОО К1М;Алматы;26 ноября
IOS разработчик;500 000-700 000 KZT; Sagi Ltd.;Нур-Султан;6 ноября
Программист 1С;500 000-1 000 000 KZT;ТОО Альфа-КТ;Нур-Султан;17 ноября
Web-разработчик;; Sulpak;Алматы;24 ноября
Account Manager;;ТОО Хуавей Текнолоджиз Казахстан;Алматы;16 ноября
Java-разработчик;250 000-600 000 KZT;ТОО «Научно-Исследовательская Лаборатория «Гамма Технологии»;Алматы, Абая;13 ноября
Ведущий специалист по анализу и управлению ресурсами;;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL);Алматы;24 ноября
Бухгалтер (консультант 1С);200 000-650 000 KZT;ТОО АПАГО;Нур-Султан;10 ноября
Инженер VAS платформы;; Кселл, АО;Алматы;24 ноября
Web-разработчик/Программист;до 500 000 KZT; DAMU Research Group Агентство Маркетинговых и Социологических  исследований;Нур-Султан;16 ноября
Инженер (сетевая инфраструктура);;ТОО Софтлайн Трэйд;Алматы;13 ноября
Специалист по информационной безопасности;; СК Jýsan Garant;Алматы;19 ноября
Разработчик Android;; Small, ТМ (Скиф Сауда, ТОО);Алматы, Алатау;17 ноября
Solution Architect;;ТОО АтырауТехИнвест;Атырау;24 ноября
Главный инженер по защите информации;; Казтелепорт, АО;Алматы;10 ноября
Ведущий бизнес-эксперт;;ТОО MAGNUM. Проектный офис/Жобалау кеңсесі;Алматы;20 ноября
Web developer/Front-end;; Beeline, ТМ;Алматы;9 ноября
Менеджер по продажам услуг;от 200 000 KZT;ТОО Астана Спецтехника и Внедрение,ТОО;Нур-Султан;11 ноября
Solution Architect;;ТОО АтырауТехИнвест;Алматы;24 ноября
Главный специалист отдела информации и технологии;190 000-200 000 KZT;ТОО Аргос;Шымкент;24 ноября
Ведущий маркетолог;500 000-500 000 KZT;ТОО Витрина Недвижимости;Нур-Султан;26 ноября
Разработчик-программист PL/SQL;; Банк ВТБ (Казахстан) Дочерняя организация Акционерное общество;Алматы;4 ноября
Консультант SAP BW/BI;;ТОО Business and Technology Services;Нур-Султан;13 ноября
Manual Test Engineer;; Beeline, ТМ;Алматы;29 октября
BW-разработчик;;АО TECHNODOM Operator (Технодом Оператор);Алматы;24 ноября
IOS разработчик мобильного приложения в стартап для рынка США;250 000-250 000 KZT;ИП Тукенов Ж.Ж.;Нур-Султан;4 ноября
Начальник центра автоматизации и цифровизации;; Медицинский университет Астана, АО;Нур-Султан;9 ноября
Программист разработчик;; Small, ТМ (Скиф Сауда, ТОО);Алматы, Алатау;17 ноября
Программист PHP Senior;500 000-600 000 KZT;ТОО ZigZag Group;Караганда;18 ноября
Разработчик/Администратор баз данных;; Small, ТМ (Скиф Сауда, ТОО);Алматы, Алатау;30 октября
Менеджер проектов / Project manager;;ТОО Quantum Technologies (PayBox.money);Алматы, Байконур;25 ноября
Front-end (Vue.js) разработчик;;ТОО Kazdream Technologies;Нур-Султан;6 ноября
Программист 1С;;ТОО ADVER.KZ;Актау;19 ноября
Менеджер по работе с партнерами (таксопарками);; inDriver;Алматы;25 ноября
Ведущий инженер по проектированию фиксированной сети;; Beeline, ТМ;Алматы;16 ноября
Руководитель проекта (строительство ЦОД);до 700 000 KZT;ТОО Амперэль;Алматы, Абая;26 ноября
Middle Android разработчик;;АО Казахтелеком;Алматы;23 ноября
Программист-консультант по 1С-ЗУП 8.3;450 000-500 000 KZT;ТОО Микрофинансовая организация TEZ FINANCE;Алматы;24 ноября
Менеджер продуктов по Cyber Security;; Beeline, ТМ;Алматы;18 ноября
Middle/Senior Frontend Developer;350 000-1 200 000 KZT;ТОО One technologies;Алматы;26 ноября
Разработчик приложений (Android);; Beeline, ТМ;Алматы;9 ноября
Системный администратор;;ТОО Free Line Retail;Алматы;18 ноября
Директор филиала;;ТОО Astana-Plat;Уральск;2 ноября
Менеджер Департамента управленческого учета и отчетности;;АО Казахтелеком;Нур-Султан;9 ноября
Менеджер по взысканию дебиторской задолженности;; Beeline, ТМ;Алматы;11 ноября
Java-разработчик;;АО ДБ Альфа-Банк;Алматы;6 ноября
Начальник отдела поддержки информационных систем;300 000-350 000 KZT;АО Нурбанк;Алматы, Абая;17 ноября
Тестировщик;;ТОО «ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»;Алматы;24 ноября
Интернет-маркетолог;;ТОО Paloma365;Алматы;23 ноября
Системный администратор;;ТОО Компания ЭВРИКА;Шымкент;9 ноября
Специалист по ручному тестированию Middle;;АО ДБ Альфа-Банк;Алматы;10 ноября
"Эксперт в направление ""Core Banking""";;АО Банк ЦентрКредит;Алматы;19 ноября
Разработчик ПО/Программист C# . net mvc;350 000-500 000 KZT;АО Инженерно-технический центр;Нур-Султан;28 октября
Разработчик Gо Lang;; Beeline, ТМ;Алматы;2 ноября
Программист Go(Golang) и Kubernetes (удаленно);; GranSoft;Алматы;11 ноября
Менеджер по коммуникациям с абонентской базой (CVM);;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL);Алматы;17 ноября
Backend Developer (Java);; Beeline, ТМ;Алматы;11 ноября
Программист Senior/TeamLead (Node.js/TypeScript);от 600 000 KZT;ТОО Транспортный холдинг города Алматы;Алматы;2 ноября
Java-разработчик;; ALSECO, АО;Нур-Султан;1 ноября
Программист 1С;400 000-500 000 KZT;АО Инженерно-технический центр;Нур-Султан;11 ноября
Старший специалист по пожарной, промышленной безопасности и гражданской обороне;; Beeline, ТМ;Алматы;10 ноября
Системный архитектор/Data engineer;; Beeline, ТМ;Алматы;3 ноября
Менеджер по работе с корпоративными клиентами;140 000-350 000 KZT;ТОО 1С:Франчайзи FAVOR-IT;Алматы, Жибек Жолы;2 ноября
Сетевой администратор;;ТОО «ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»;Алматы;26 ноября
Java-разработчик;;ТОО Business and Technology Services;Нур-Султан;13 ноября
Инженер по обслуживанию электронных систем безопасности;;ТОО AVENCOM;Уральск;25 ноября
Главный бухгалтер;от 200 000 KZT;ТОО Profi Soft;Костанай;17 ноября
DevOps Engineer (Senior/Middle);;ТОО Prime Source;Алматы, Абая;26 ноября
Ведущий инженер Департамента технического обеспечения сервисов клиентов;;АО Казахтелеком;Петропавловск;20 ноября
Системный администратор;;ТОО Контакт;Шымкент;9 ноября
Региональный менеджер по продажам;150 000-500 000 KZT;ТОО Oktrening;Алматы;26 ноября
Эксперт Отдела подключений Департамента инсталляционных работ в г. Алматы;;АО Казахтелеком;Алматы;29 октября
UX/UI дизайнер;;АО Банк Хоум Кредит, ДБ АО;Алматы;29 октября
Python / Django MIDDLE Developer;1 000-1 500 USD; UAB Loberta;Алматы;2 ноября
Mobile App Analyst;;АО Банк Хоум Кредит, ДБ АО;Алматы;12 ноября
Специалист технической поддержки;;ТОО KAZ Minerals Aktogay;Актогай;3 ноября
Product owner;; Beeline, ТМ;Алматы;10 ноября
Региональный менеджер по качеству (B2B);;ТОО Первый БИТ;Нур-Султан;26 ноября
Инженер ВОЛС;от 200 000 KZT;ТОО AVENCOM;Уральск;25 ноября
Frontend-разработчик (middle);;ТОО ASTER AUTO;Алматы;3 ноября
Эксперт по контенту Отдела управления медиа-услугами и контентом в г. Алматы;;АО Казахтелеком;Алматы;16 ноября
Бренд менеджер/Интернет-маркетолог;от 200 000 KZT;ТОО МЦФЭР-Казахстан;Алматы, Алатау;4 ноября
Middle/Senior Java Developer;350 000-1 200 000 KZT;ТОО One technologies;Алматы;26 ноября
Senior .NET Developer / Старший Разработчик C#;от 300 000 KZT;ТОО SoftLab NS;Нур-Султан;19 ноября
Android разработчик;;ТОО Esepshi.kz;Нур-Султан;12 ноября
Web разработчик / php разработчик;350 000-700 000 KZT;ТОО Центр электронной коммерции;Нур-Султан;16 ноября
Senior Data Scientist;;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Алматы;17 ноября
Senior/Middle Java developer;;ТОО STRONG te.am;Алматы;3 ноября
DevOps;;АО ДБ Альфа-Банк;Алматы;24 ноября
СММ менеджер;;Общ. орг. Общественная Организация Фонд Эмо;Алматы;25 ноября
Разработчик C#;;ТОО Микрофинансовая организация KMF(КМФ);Алматы;17 ноября
Эксперт Службы поддержки и развития платформ ЦОД;; Beeline, ТМ;Алматы;23 ноября
Веб разработчик Full-stack ASP.NET;;ТОО Intercomp (ТМ SberSolutions);Алматы;16 ноября
Менеджер процессов управления услугами IT;;ТОО Микрофинансовая организация KMF(КМФ);Алматы;11 ноября
Бизнес-консультант Отдела развития и автоматизации бизнес-процессов (SAP) по направлениям;;АО АО АК Алтыналмас;Алматы, Абая;30 октября
Эксперт информационной безопасности;; Beeline, ТМ;Алматы;5 ноября
Аудитор по информационной безопасности в управлении внутреннего аудита;;ТОО Микрофинансовая организация KMF(КМФ);Алматы, Жибек Жолы;18 ноября
Руководитель сектора системного администрирования;;ТОО MAGNUM. Информационные технологии/Ақпараттық технологиялар;Алматы;13 ноября
Эксперт по продуктовым предложениям Отдела развития продуктовых предложений в г. Алматы;;АО Казахтелеком;Алматы;11 ноября
Middle/Senior Go Developer;350 000-1 200 000 KZT;ТОО One technologies;Алматы;26 ноября
Software Product Manager;300 000-600 000 KZT;ТОО SmartCall;Алматы;12 ноября
1 С Программист (Атырау);; FIRCROFT ENGINEERING SERVICES LIMITED, KAZAKHSTAN;Атырау;24 ноября
Android-разработчик;2 000-3 000 USD; АКМЭ сервис;Алматы;11 ноября
Инженер-проектировщик;от 150 000 KZT;ТОО KURSI;Шымкент;16 ноября
Ведущий разработчик (Oracle e-Business Suite);;ТОО KAZ Minerals Management;Алматы;23 ноября
Java-разработчик;;ТОО Khan Group;Алматы, Алмалы;25 ноября
Full stack разработчик;;АО Банк ЦентрКредит;Алматы;21 ноября
Product Manager;;ТОО «ФИНАНСОВЫЙ ХОЛДИНГ «РЕСПУБЛИКА»;Алматы;25 ноября
Ведущий маркетолог Службы маркетинга и рекламы в г. Алматы;;АО Казахтелеком;Алматы;11 ноября
Key Account Manager Uzbekistan;;ТОО OrientSwiss;Алматы;25 ноября
Инженер-программист;;ТОО РадиоБайланыс;Алматы;26 ноября
Ведущий инженер тестирования и приемки продуктов;;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL);Алматы;16 ноября
Менеджер Отдела продаж;;АО KazTransCom;Атырау;2 ноября
Разработчик Colvir;;АО Банк ЦентрКредит;Алматы;6 ноября
Backend-разработчик / Backend-developer;;ТОО Quantum Technologies (PayBox.money);Алматы, Байконур;25 ноября
Старший бухгалтер;;ТОО BDO Outsourcing;Алматы, Байконур;13 ноября
Главный архитектор проектов;;АО Транстелеком;Нур-Султан;26 ноября
Frontend Developer;;АО ДБ Альфа-Банк;Аксай (Казахстан);20 ноября
Начальник отдела разработки программного обеспечения;от 170 000 KZT;АО ВК РЭК;Усть-Каменогорск;11 ноября
Главный аудитор, Информационная безопасность;;АО Народный банк Казахстана;Алматы;16 ноября
Программист 1С;;ТОО Костанайский ТЦ Солнечный;Костанай;28 октября
Главный специалист (IT-аналитик) Управления сопровождения Сервисных программных продуктов;до 190 000 KZT;АО Национальные информационные технологии;Нур-Султан;6 ноября
PHP-программист;240 000-240 000 KZT;ТОО Astana-Plat;Алматы;19 ноября
Программист 1C;;ТОО Югентас Транс Сервис;Алматы;25 ноября
Middle/Senior Android Developer;350 000-1 200 000 KZT;ТОО One technologies;Алматы;26 ноября
Главный специалист Управления поддержки программного обеспечения и администрирования инфраструктуры;250 000-300 000 KZT;АО Национальные информационные технологии;Нур-Султан;2 ноября
"Менеджер Департамента ""Проектный офис трансформации""";;АО Казахтелеком;Алматы;19 ноября
Техник по радиосвязи в охранное агентство, г. Алматы;;ТОО Күдірет-Секьюрити (ОХРАННОЕ АГЕНТСТВО);Алматы;24 ноября
Big Data Engineer;;ТОО Epam Kazakhstan (Эпам Казахстан),ТОО;Алматы;16 ноября
Специалист поддержки бизнес систем (DevOps инженер);; Small, ТМ (Скиф Сауда, ТОО);Алматы, Алатау;17 ноября
Программист-разработчик;до 600 000 KZT;ТОО Line System Engineering, ТОО;Алматы, Москва;29 октября
Разработчик Colvir (Колвир);;АО First Heartland Jýsan Bank;Алматы;2 ноября
Системный аналитик;;ТОО Моторная компания «Астана-Моторс;Алматы;20 ноября
Инженер отдела IP-телефонии;от 200 000 KZT;ТОО SMARTNET;Алматы;25 ноября
Ментор Cisco, г. Алматы;;АО Казахтелеком;Алматы;12 ноября
Android Разработчик;;ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL);Алматы;24 ноября
